id,Text,gmc,c,cf,stom,blood,factc,horm,ct,gmt,t,alarm,doors,factt,gmm,pain,fm,m,som,factm
4694_23135,"Amélie et une amie Ã elle se retrouvent dans un bar et discutent de diver sujets. Amélie mentionne qu'elle prend un nouveau type de contraceptif et les deux amies discutent des effets secondaire qui pourraient lui Ãªtre associés.
 Elles discutent ensuite d'une application de domotique dont Amélie se sert qui pourrait avoir des bugs tels que de fermer les portes sans que l'utilisateur puisse le controler, ou bien déclencher l'alarme.
 Amélie mentionne ensuite qu'elle travaille dans une entreprise pharmacétique qui développe un nouvel antalgique mais que celui-ci pourrait avoir des effets secondaires comme une somnolence persistente.
 Les deux amies prévoient ensuite de se revoir au bar dans la semaine, l'amie d'Amélie restant encore six jours sur place.",1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
5029_23135,"Amélie retrouve une amie qu'elle n'a pas vu depuis l'Université. Elle discute des nouvelles technologies et Amélie dit Ã son amie qu'elle travaille maintenant en biotechnologie. Elles discutent de la sortie d'un nouvel analgésique puisque selon des rumeurs, ce médicament entrainerait des effets secondaires comme des troubles de la fertilité avec une irrégularité du cycle ovulatoire. Elles parlaient de nouvelles technologies car Amélie a téléchargé une nouvelle application pour sécuriser sa maison. Amélie parle aussi de sa nouvelle méthode de contraception pour éviter les grossesses accidentelles. Apparemment, d'autres rumeurs indiqueraient qu'ils y a des effets secondaires négatifs lors de l'arrÃªt de la prise du médicament, comme une irrégularité de l'ovulation ou des troubles du cycle menstruel.
 Amélie et son amie se quittent enfin, mais elles se reverront plus tard dans la semaine, son amie restant dans la ville encore 6 jours.",1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0
5735_23135,"Amélie et une amie de longue date discutent de plusieurs sujets concernant la vie d'Amélie. Elle prend un nouveau moyen de contraception pour éviter une grossesse prématurée mais selon des rumeurs il provoquerait des problèmes d'infertilité et des aigueurs d'estomac. 
 Dans un second temps, Amélie dit utilisé une nouvelle alarme qui se controle depuis une application mobile. Mais apparement cette application aurait des disfonctionnements comme l'alarme qui se déclenche toute seule et les portes qui pourraient se dévérouiller sans autorisation.
 Enfin elles parlent d'un dernier sujet, un médicament il me semble, qui provoquerait également des problèmes d'infertilité.",1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0
9090_23135,"Amélie, une étudiante en biothechnologie retrouve une amie qui vient lui rendre visite Ã l'université, elle n'a pas vue cette amie depuis plusieurs années, elles se retrouvent donc pour prendre un café.
 
 en discutant de ses études avec son amie, amélie lui parle d'une étude qu'elle mène sur un médicament, celui-ci ayant certains effets secondaires, comme diminuant la fertilité.
 
 plus tard, Amélie parle Ã son amie d'une application de sécurité qu'elle vient de télécharger, celle-ci ayant la réputation de créer des beugs, qui seraient Ã l'origine de vérrouillage automatique de la ppore d'entrée, mais aussi de déclenchement soudain de l'alarme de sécurité. 
 
 Enfin, Amélie parle Ã son amie de sa nouvelle méthode de contraception afin d'éviter une grossesse non désirée (on peut donc en déduire Ã une pilule contraceptive), on dit quue celle_ci aurait pour effets secondaires des aigreurs d'estomac, des problèmes de fertilité, ainsi que d'autres effets secondaires.
 
 Amélie propose Ã son amie de la revoir plus tard dans la semaine afin de dÃ®ner, celle ci restant encore en ville pour 6 jours, et se sisent au revoir.",1,1,1,1,0,0,0,Pilule,1,1,1,0,0,1,0,1,0,0,0
5694_23135,"Amélie revoit son amie d'enfance qu'elle n'a pa vu depuis longtemps.
 
 elles se racontent leurs vies et font un point sur l'avancement de leurs 
 Amélie travaille dans le domaoine de la biotechnologie . Elle parle donc des antropologies et comment ça peut affecter les etres humains : ça provoque des douleurs musculaires chroniques et des somnelences 
 
 elle parle de la sécurité et du fait qu'elle va installer une caméra 
 amélie parle du fait qu'elle veut changer de contraceptif et que nça va lui provoqué des douleurs d'estomac aigu",1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1
7754_23135,"Amelie retrouve une amie de longue date elles abordent plusieurs sujets, le premier un medicament autour duquel il y aurait des doutes quant a son rapport benefice-risque. Ensuite elles discutent d'un système de securité installé chez amelie qui est de ce que disent les rumeurs, defaillant. Enfin elles abordent le sujet des contreceptifs et nottament des risques d'infertilité qu'il y a autout. Les deux amies ont prevu de se revoir.",1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
5537_23135,"deux amies se retrouvent autour d'un verre, elle ne sont pas vues depuis longtemps et elle discute : 
 - de contraceptifs et discutent des potentiels problèmes
 - de technologies de sécurité pour maison et des eventuels problèmes liès
 - de médicaments analgésiques et des éventuels problèmes liès 
 Ã la fin de la discution elle se sépares et se promettent de se revoir",1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
4781_23135,"Amelie et son amie discute dans un café. Elles parlent de leurs travail respectif.
 Amelie dit qu'elle travaille dans une entreprise de biotechnologie et qu'elle développe un nouvel analgésique mais selon la rumeur cela produirait des effets secondaire 
 
 ensuite elles parlent d'une entreprise de sécurité qui protègerai la maison mais encore selon la rumeur il y aurait des failles de sécurité et les portes se dévérouillerai d'elles mÃªme.
 
 puis enfin Amelie parle de son nouveau moyen de contraception pour éviter d'avoir des grossesses involontaire mais selon la rumeur elle provoquerai des somnolence 
 
 Elles se disent au revoir en se promettant qu'elles vont se revoir 
 Son amie est en ville pendant 6jours.",1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
8839_23135,"Amélie rencontre une amie de l'université qui est venu lui rendre visite.
 Elles ont fait des études en biotechnologie.
 Elles dsicutent sur des thèmes de contraception puisque l'une d'entre elles prend un médicament de contraception.
 Après elles parlent sur des systhèmes de sécurité car Amélie Ã instalé une nouvelle application qui pourait déclancher l'alarme de la maison",1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
4005_23135,"Amélie revoit une amie Ã l'université qu'elle n'avait pas vu depuis longtemps. Ensemble, elles discutent. 
 
 Amélie dit Ã son amie qu'elle prend un nouveau moyen de contraception. Mais selon les rumeurs, celui-ci pourrait provoquer de la fertilité en raison d'une modification du cycle. 
 
 Elles échangent également sur un deuxième sujet qui d'après les rumeurs .... 
 
 Elle lui dit également qu'elle travaille dans un laboratoire médical pour développer un nouveau médicament. Mais d'après les rumeurs, ce médicament pourrait augmenter la fertilité en raison d'une perturbation de l'ovulation. 
 
 Elles ont discuté toute la journée. A la fin de la journée, elles se séparent mais elles ont prévu de se revoir plus tard. L'amie d'Amélie reste six jours.",1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7321_23135,"amelie revoit une amie de l'université qu'elle n'a pas vu depuis quelques années, elles discutent autours d'un café et amélie dit Ã sa copine qu'elle utilise désormais un nouveau moyen de contraception. celle-ci lui explique qu'elle Ã trouver une application qui lui permet de gerer la contraception. elles décident de se quitter mais elles se reverront bientôt car elles ont organisé un diner 6 jours plus tard.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354_23135,"Le texte décrivait une discussion entre deux amies.
 De manière générale, cette discussion portait sur les technologies émergentes, leur utilité mais aussi sur leur dangers potentiels qu'elles représentent.
 
 Le premier exemple abordé était le développement d'un anastalgique qui pourrait potentiellement induire des effets secondaires.
 
 Le second exemple était sur une technologie de domotique permettant de verouiller sa maison Ã distance. Cependant le système ne serait pas tout Ã fait fiable et pourrait déclencher par erreur l'alarme.
 
 Enfin un dernier sujet a été développé Ã propos d'un nouveau moyen de contraception qui toutefois pourrait éventuellement engendrer des déréglements du cycle menstruel.",1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
8834_23135,"L'histoire parle de deux amies dont une qui s'appelle amélie. Elles perlant ensemble des effets secondaires des moyens de contraception sur le cycle menstruelle des femmes. Les effets secondaires peuvent Ãªtre des retard ou absence de cycle ou une fertilité reduite après un traitement, ect...
 L'amie d'Amélie a télécharger une nouvelle appplication sur son telephone lui permettant de surveiller sa maison Ã distance. Malheureusement, cette application aurait la possibilité de déclancher l'alarme seul, ce qui lui pose problème. 
 
 De plus, leur dernier sujet de conversation est un nouveau traitement mais je ne sais plus lequel.
 Les deux amies se disent aurevoir et prévoient de se revoir dans les semaines avenir.",1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0
1955_23135,"Amelie voit une amie après beaucoup de temps et elles parlent de trois differents sujets pour lesquels elles trouvent toujours des choses positives et negatives. Le premier sujet traité c'est le lanchement d'un produit qui pourrait avoir des consequences negatives pour ceux qui l'utilisent. Le deuxième c'est sur l'existence d'une application qui permet de controler ta propre maison Ã distance; cela pourrait toutefois causer des problèmes comme l'ouverture automatique des portes de la maison. Le troisième sujet c'est sur l'existence d'une nouvelle methode contrapcetive que une des deux filles est en train de suivre, mais elles discutent du fait que ce methode pourrait avoir des consequences negatives sur l'organisme. Après les filles se salutent et se donnent rendez vous après quelques jours. La deuxième fille va rester dans la ville pour 6 jours.",1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
6546_23135,"Amélie, une jeune femme, revient sur Montpellier dans le cadre d'une étude. Elle souhaite en profiter pour revoir une amie qu'elle n'a pas vu depuis longtemps.
 
 Elles vont manger ensemble et commence par parler d'un médicament qu'Amelie etudie et des effets secondaires qu'il pourrait avoir.
 
 Ensuite elles abbordent une autre discussion sujette Ã des rumeurs.
 
 Elle parle enfin d'une nouvelle pillule contraceptive que l'amie d'Amélie souhaite prendre pour éviter une grossesse. Selon les rumeurs elle provoquerait des aigreures d'estomac.
 
 Les deux amies prévoient de se revoir pour boire un café dans la semaine. Amélie reste encore 6 jours sur place.",1,1,0,1,0,0,0,Pilule,0,0,0,0,0,1,0,0,0,0,0
2650_23135,"Ce texte raconte qu'amélie a revu son amie après des années et qu'elles ont discuté sur les moyens de contraception et qu'il semblerait que les rumeurs disent qu'ils ont des effets indesirables comme l'infertilité. Elles ont egalement parlé de l'utilisation d'apllications qui permettent de piloter sa maison Ã distance mais elle lui a affirmé que ces applications avaient des defauts de conception car parfois les portes se fermaient toute seules, elles ont également parlé d'un nouvel analgésique qui avait selon les rumeurs des effets indesirables comme la somnolence.
 elles ont ensuite prevues de se revoir car son améie restait lÃ encore 6 jours",1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0
3879_23135,"Ameli viens voir une ami qui est dans sa ville pour quelques temps.
 Elles décident de prendre un café ensemble et de discuter de differents sujet.
 
 Ameli parle de son travail, elle lui explique qu'elle travaille dans une entreprise de biotechnologie.
 
 Ensuite elles parlent d'une application que sa copine Ã télecharger pour verrouiller sa maison Ã distance.
 Ameli lui dis que ce genre d'application contient des rumeurs comme celle d'un auto deverouillage des portes et des alarmes qui s'enclanche volontairement.
 
 Elles finit leurs café, et s'en vont elles prévoit de se revoir prochainement. 
 La copine d'Ameli est dans la ville pour 6jours.",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
2838_23135,"L'ami d'Amélie qui date de l'université vient lui rendre visite. Amélie lui dit qu'elle travaille dans une nouvelle entreprise de biotechnologie et qu'ils ont crée un nouvel analgésique. De plus, elle lui fait part des rumeurs qu'elle a entendu sur ce nouveau médicament. L'ami d'Amélie lui dit qu'elle a téléchargé une nouvelle application lui permettant de vérouiller sa maison Ã distance mais qu'elle s'y méfie puisqu'elle a entendu des rumeurs. Elles se quittent, l'ami d'Amélie va rester en ville encore 6 jours.",0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
236_23135,"Deux amies se retrouvant après un moment et en discutant, une d'elles disait que le labo ou elle travaille développe un médicament qui pourrait causer des problème d'infertilité. 
 
 Elles ont également discuté d'un système d'alarme sert Ã se déclencher dès qu'il y a un nouvel evenement se produisant au niveau de la maison, ce système pourrait donner lieu Ã d'eventuelles fausses alertes. 
 
 Dans le cadre du développement d'un contraceptif, ce dernier pourrait causer de l'infertilité. parmis les raison pourront causer ce problème c'est le déreglement du cycle menstruel .",1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
8011_23135,"Amélie et une amie Ã elle, toutes deux étudiantes, se revoient après de longues années de séparation pour prendre des nouvelles l'une de l'autre et rattraper le temps perdu. Elle ont plein de choses Ã se raconter et choisissent un café oÃ¹ se retrouver.
 
 Elles discutent de leur sexualité et Amélie parle de sa nouvelle contraception. Elle n'est pas rassurée parce que celle ci aurait parait il des effets secondaires importants et impacterait la fertilité a long terme.
 
 Son amie a aussi lu des rumeurs inquiétantes sur le nouveau système de sécurité qu'elle a installé dans son appartement. Elle a acheté un logiciel de sécurité capable de verouiller les portes et de détecter les intrus. Cependant, des critiques rapportent qu'il pourrait déclencher l'alarme sans raison ou verrouiller les portes inopinément.
 
 Elles discutent de leur carrière. Amélie, ingénieure en biotechnologie, est très fière de travailler sur un nouvel analgésique. Elle suit le développement avec attention, car certains résultats laissent penser qu'il pourrait avoir des effets secondaires sur la fertilité du patient.
 
 Elles discutent de longues heures. Le soleil décline. Elles partent Ã la fermeture du café, en souhaitant une bonne soirée au sympathique patron - elles seront les dernières clientes de sa journée. L'amie d'Amélie reste visiter la ville 6 jours. Elles décident de se revoir pour diner avant son départ.",1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0
5478_23135,Le texte concerne la santé. Marie discute également de nouvelles technologies toutes les deux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8727_23135,"Amélie est étudiante et a rendez-vous avec une amie de l'université qu'elle n'a pas vu depuis longtemps. Elles prennent un café pour rattraper le temps perdu.
 
 Elles discutent d'abord de santé et Amélie dit qu'elle prend un nouveau moyen de contraception. Elles discutent ensemble des effets secondaires liés Ã cette contraception pouvant réduire la fertilité en modifiant le flux sanguin menstruelle et la régularité du cycle.
 
 Elles discutent ensuite du fait qu'Amélie a télécharger une nouvelle application pour contrôler la sécurité de sa maison. Elles discutent des dysfonctionnements du système qui activerai apparement l'alarme de manière autonome sans réelle cause dérrière.
 
 Elles finissent par parler du travail et Amélie explique qu'elle travaille dans une entreprise de biotechnologie qui développe des analgésiques. Encore une fois, elles discutent des risques de réduction de la fertilité du Ã une perturbation des cycles d'ovulation et d'une autre cause.
 
 Elles se reverront dans la semaine car son amie part dans 6 jours.",1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1
4625_23135,Le teste parle d'Amelie et de son amie qui discutait sur deuc sujet un sur la securité de sa porte et l'autre sur la grossesse . Amelie est enceinte et aimerait avorter mais a peur des consequences qui peuvent y avoir . Comme la fertilité,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2254_23135,"Amélie revoit une amie a elle dans un café. elle ne se sont pas vue depuis longtemps et rattrape donc le temps perdu.
 Elles discutent tout d'abord des nouvelles methode de contraception. 
 Elles discutent ensuite de nouvelles technologies. 
 Pour finir elles parlent de nouveau anstalgique sur le marché.
 pour chaqun des themes elles essayent d'identifier les effets secondaires réelle qui ne sont pas des rumeurs.
 Elles se séparent ensuite pour se retrouvé quelques semaines plus tard.",1,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
7916_23136,"Amélie renconre une amie de la fac qu'elle n'a pas rencontrée depuis plusieurs années.
 Amélie travaille dans le domaine de la bioingénieurie, et travaille actuellement sur un nouvel analgésique. Il y a néanmoins des effets secondaires possibles Ã celui-ci, comme des douleurs musculaires ou de la somnolence.
 Amélie a installé une nouvelle application qui lui permet de contrôler sa maison a distance. Certaines informations indiquent qu'elle pourrait avoir des défauts, comme activer l'alarme sans raison valables ou ouvrir toutes les portes arbitrairement.
 Amélie prends une nouvelle pilule Ã effet contraceptif. Il se trouve néanmoins que celle-ci pourrait avoir des effets délétères, comme des douleurs d'estomac, ou une perturbation du flux sanguin menstruel.
 Amélie et son amie se quittent, mais prévoient de se revoir bientôt. So amie va passer 6 jours en ville, et en profiter pour la visiter.",1,1,0,1,1,0,0,Pillule,1,1,1,1,0,1,1,0,1,1,1
3725_23136,"Amélie parle Ã une amie qu'elle n'a pas vu depuis longtemps, elles parlent du travail de Amélie qui est employé dans un laboratoire de recherche qui vient de développer un nouveau médicament mais celui-ci présente de effets secondaires nottament des douleurs musculaires.
 
 Elles parlent ensuite de nouvelles technologies car Amélie Ã récemment intaller une alarme dans sa maison qu'elle peut contrôler grÃ¢ce Ã une application cependant, cette application présente un disfonctionenemt et elle semble pouvoir activer l'alarme sans justification.
 
 Finalement elles abordent le sujet d'une nouvelle méthode de contraception qui d'apès les rumeurs, pourrait provoquer des trouble du cycle menstruel.
 
 Les deux se quittent et dépcide de se revoire pour dÃ®ner puisque l'amie de Amélie reste pendant six jours dans la ville.",1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1
7220_23136,"Amelie retrouve une amie a elle et elles vont boir un café, elles en profitent pour parler du travail d'Amelie. Elle travaille pour une boite pharmacetique qui developpe un nouveau médicament, mais d'aprés les rumeurs il y aurait des éffets secondaires. Ensuite elles parlent des nouvelles technologies , Amelie a un nouveau systeme de séciruté , mais d'après les rumeurs l'application utiliser pour ce systeme de sécutité aurait des disfonctionnements , donc Amelie a peur que ça bugue et que sa maison reste ouvert. puis Amelie et son amie parle de contraception, Amelie prend une nouvelle pilule et elles parles des effets secondaires, d'apres les rumeurs ça pourrait aller jusqu'Ã l'infertilité.
 Ensuite Amelie et sa copine se disent au revoir, et prévoient un prochain rendez vous. la copine d'Amelie reste encore 2 semaine pour visiter.
 beaucoup de rumeurs...",1,1,1,0,0,0,0,Pilule,1,1,0,1,0,1,0,0,0,0,0
7362_23136,"amélie, revois une amie, et parle de 3 sujet, le premier traite de contraceptif et de leur effet secondaire comme des aigreur d'estomac ou une baisse de la fertilité
 le deuxième traite des changement faites dans sa maison, ou elle raconte qu'elle a installé de nouveaux système de domotique, et le troisème relate des médicament crée par amélie, et de leurs risque
 elle se séparent et décide de se revoirent 6 jour plus tard",1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1127_23136,"Amélie retrouve une amie de l'université pour boire un café.
 Elles abordent trois sujets de conversation.
 
 - Amélie a commencé un nouveau contraceptif et les deux amies s'inquiètent des possibles effets secondaires sur la baisse de la fertilité notamment par des déréglements des cycles menstruels.
 
 - Amélie a installé des équipements de domotique dans sa maison. Les deux amies échangent autour de potentiels disfonctionnements comme le déclenchement intempestif de l'alarme.
 
 - Amélie travaille sur la production d'un analgésique. Il pourrait avoir des effets secondaires sur la fertilité.
 
 A la fin de leur entretien, les deux amies ont prévu de se revoir pour un diner.",1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0
565_23136,"Une personne recontre une amie, Amélie, après plusieurs année sans l'avoir vu. Amélie a fait des études en biotechnologie et travail dans une entreprise qui créer un medicament l'Aspartane. Ce médicament a éventuellement des effets secondaires indésirable.
 Ensuite elles discutent des leurs quotidient et Amélie dit qu'elle a installé une application qui lui permet de gérer sa maison a distance. Cependant, cette application déclenche parfois les alarmes inutilement.
 Enfin elles parlent de santé, amélie utilise un contraceptif pour éviter les grosses involontaires. Ce contraceptif peut réduire Ã long terme la fertilité et créer des douleurs d'estomac.
 Elles se sont quittées et ont prévus de se revoir dans la semaine pour dÃ®ner ensemble.
 Amélie reste 6 jours dans la ville.",1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
2549_23136,"Amelie est venu visiter une amie
 Elles se reunissent autour d'un café
 
 Elles commencent Ã parler
 
 Une d'elles prend un nouveau contraceptif, mais des rumeurs indiquent que ce contraceptif peut reduire la fertilité 
 
 Il y a un nouveau système de securité de la maison mais des rumeurs indiquent que ceci peut malfonctionner et déverouiller la maison inopinément
 
 Amélie travaille dans un centre de recherche en biotechnologie est en train de developper un nouveau analgésique, mais des rumeurs indiquent que ceci peut reduire la fertilité, agissant sur le cycle menstruel
 
 Elles se disent au revoir
 Amelie reste encore 6 jours après le café",1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0
1000_23136,"2 fammes ont discute des methodes de contreception, une a commence a prendre un nouveux medoc. ils discutent des effet secondaites",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4283_23136,"Amélie et son amie se sont retrouvées dans un café pour discuter et rattraper le temps perdu. Dans un premier temps, Amélie lui a parlé de ses traveaux dans son institut de recherche universitaire sur les biotechnologies et plus plus précisément sur les analgésiques. Les deux femmes ont ensuite discuté de la contraception. Enfin, L'amie d'Amélie a fait part de sa nouvelle acquisition : ""un système de sécurité domotisé"". Celle-ci raconte également avoir lu un article déclarant que certains disfonctionnement innopiné pouvait dérégler et déclencher le système de sécurité (retentissement de l'alarme et fermeture des volets).",1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
3743_23136,Amélie discute avec une de ses amie qui est en ville pour 6 jours elles parlent dabord d'un nouvel annalgésyque qui aurait pour effet secondaire de causer des douleurs musculaire et de la somnolance . Elles parlent ensuite d'une pillue contraceptive qui elle aurait pour effet secondaire de causer des égreur d'estomac . Enfin avant de se dire aurevoir elles parlent d'un médicaments causent egalement d'atre effect inndésirables dont je ne me souvens plus .,1,1,0,1,0,0,0,Pilule,0,0,0,0,0,1,1,0,1,1,0
2606_23136,amelie a une une application qui peut declencher son alarme apparement et et elle prend & autres moyen de contrcaeption et elle va revoir son ami dans 6 jour,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2195_23136,"Deux amies discutent de différents sujets coome leur travail, leur système d'alarme et leur moyen de contraception. Dans chaque parties elles discutent et finissent par parler des effets indésirables. Pour le travail, l'une d'elles parle des effets indésirables d'un médicaments antalgique que son entreprise commertialise, l'une parle du systeme d'alarme chez elle est de la possibilité de déclencher l'alarme quand il n'y a aucune intrusion. Leur discussion se termine sur les moyen de cintraception t des effets indésirables sur la santé.
 Amelie reste dans la ville 6 jours encore",1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1
4345_23136,"Amélie revoit une de ses amies qu'elle n'a pas vu depuis longtemps autour d'un verre. Elles parlent premièrement des nouvaux contraceptif qu'elle utilise ppour ne pas Ãªtre enceinte mais selon les rumeurs il pourrai provoqué des trouble de la fertilité apres le traitement lié au perturbation du cycle menstruelle. Ensuite elles ont parlé du nouveaux système de sécurité de sa maison qui marche bien mais qui selon les rumeurs auarit des problème et peut ouvrire la porte. Enfin elle parle de la boÃ®te de biotechnologies dans la quelle Amélie travaille sur des Analségique mais qui aurait comme effet secondaire de de baissé la fertilité. 
 A la fin elles se disent aurevoir mÃªme si elles on prévu de se refaire un diner ensemble. Elle reste 6 jours sur place.",1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0
349_23136,"Amélie et son amie se retrouvent pour discuter; Elles se questionnent sur les éventuelles mauvais effets de la pilule pour la santé; Elles discutent également des nouvelles technologies et de la domotique; Ces technologies peuvent Ãªtre néfastes; Après cela, elles se séparent, elles se reverront dans six jours;",1,1,0,0,0,0,0,Pilule,1,0,0,0,1,0,0,0,0,0,0
6810_23136,deux amies de longues dates se revoient des années après la fac et l'une se pose des questions sur le fonctionnement de son dispositif d'alarme,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4048_23136,"amélie et son amie parle de contraception, de sécurité de la maison et biotechnologie",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
169_23136,"Amelie revoit une amie de l'université pour prendre un café car elles ne sont pas revues depuis des années. 
 
 Amélie parle d'abord de sa nouvelle contraception pour éviter une grossesse involontaire. Mais selon les rumeurs, ce contraceptif pourrait rendre stérile a cause d'irrégularité du cycle menstuel ainsi que des aigreurs d'estomac comme effets secondaires. 
 
 Amélie parle ensuite Ã son amie de nouvelles technologies. En effet, Amélie a installé une nouvelle application de sécurité qui lui permet de verouiller son habitation a distance. Mais selon les rumeurs cette application peut aussi déclancher l'alarme de la maison sans raison ou verrouiller les portes inopinément. 
 
 Enfin Amélie parle Ã son amie de son travaille, qui est dans la biotechnologie. Amélie développe un nouvel analgésique mais selon les rumeurs, il pourrait avoir des effets secondaires comme une irrégularité dans l'ovulation (donc une possible infertilité) et autres effets secondaires. 
 
 Finalement Amélie et son amie se disent au revoir et se promettent de se revoir bientôt; Son amie reste 6 jours en ville.",1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0
3790_23137,"Ce sont deux amies qui se retrouvent, elles parlents chacunes de leurs vies.
 L'une fait part des ses découvertes en biotechnique, l'autre parle de son nouveau système technologique qu'elle a installé chez elle. Il lui permetr de controler la fermeture de sa porte ainsi que de surveiller sa maison quand elle n'est pas lÃ .
 Elles finissent leur discussion en parlant d'une nouvelle contraceptions qui apparament aurait des effets nocifs pour la santé comme la baisse de la fertilité.
 Elles se disent aurevoir et comptent se revoir dans la semaine puisque Amélie reste dans le coin pendant 6 jours.",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4244_23137,"Amélie reçoit une amie.
 Elles parlent de nouveau moyen de contraception",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5763_23137,Deux amies (Amélie et autre) se retrouvent dans la ville d'Amélie et parlent de tout et de rien.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8949_23137,Amélie revoit une ancienne amie de l'université. Elles discutent et amélie parle de son travail dans lequel elle fait des recherches . Elles parlent ensuite des nouvelles technologie car Amélie Ã une nouvelle application de sécurité avec laquelle elle peut verouiller sa maison Ã distance . Ensuite elle dit quelle prend une nouvelle pillule contraceptive mais Ã peur des effets secondaire comme un changement de l'influx sanguin,1,1,0,0,1,1,0,Pilule,1,1,0,0,0,0,0,0,0,0,0
9603_23137,"Amélie et son amie discutent de différents sujets. Elles commencent par parler de contraception comme quoi elle a changé de contraception. Elle prend désormais la pilule, et parle avec son amie de comme quoi il y a des effets secondaire, et qu'elle se fait du soucie pour sa santé. Par la suite elles discutent de la sécurité de sa maison comme quoi il faut installer de caméra. Elle fini par reparler de",1,1,0,0,0,1,0,Pilule,1,0,0,0,0,0,0,0,0,0,0
6298_23137,"Amélie était une amie qu'on n'avais pas vu depuis un moment,
 Pour rattrapper le temps perdu, nous discutons de plusieurs sujets, tels que : La méthode contraceptive, qui d'après certaines rumeurs cela aurais des effets secondaires notamment sur le cycle.
 
 
 Amélie nous a parler de plusieurs sujets malheuresement je ne m'en souviens plus
 Amélie compte revenir nous parler, pour la peine elle viendras rester en ville pendant 6 Jours.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9524_23137,"Deux amies se retrouvent pour parler autour d'un café, elles discutent de leur carrières respectives. Amélie travaille dans la biotechnique et developpe une nouvelle forme de médicament. Elles discutent les effets secondaires possibles.
 Une des deux mentionnent le fait qu'elle",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2284_23137,"Amelie a eu un rendez-vous avec son college qu'elle n'a pas vu depuis longtempts.
 Elles ont distucté l'université, son carrière...
 après 6 jours elles vont se rencontrer de nouveau.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5311_23137,"Deux amies se voient et parlent de plusieurs sujets: la contraception, d'un système de sécurité pour la maison et elles parlent également d'un...
 Au delÃ de ses sujets, elles parlent surtout des rumeurs concernant leur probable défaillances sur la santé ou sur la maison.
 En se quittant, elles décident se revoir très vite.",1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9285_23137,"Deux amis se retrouvent depuis de longues années et discutent de ce qu'elles font au niveau professionnel; 
 L'une d'entre elle lui signale qu'elle utilise une nouveau moyen de contraception dont les retombées secondaires seraient importants; 
 La seconde personne discutent également d'un autre souci;",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
